25.44,0,0.07,350,no
25.5,0,0.07,385,no
25.5,0,0.07,405,no
25.19,0,0.07,360,no
25.69,0,0.09,630,no
25.06,6,0.08,350,no
25.13,6,0.09,345,no
25.81,11,0.09,510,no
25.44,0,0.08,370,no
25.19,0,0.07,345,no
25.38,14,0.09,355,no
25.44,0,0.08,350,no
25.44,1,0.08,350,no
25.44,1,0.08,350,no
25.44,8,0.08,355,no
25.38,0,0.08,370,no
25.19,0,0.07,360,no
25.75,0,0.08,725,no
25.44,0,0.08,350,no
26,0,0.07,985,no
25.38,19,0.07,355,no
25.13,10,0.07,355,no
25.13,0,0.08,345,no
25.31,0,0.07,365,no
25.5,0,0.08,390,no
25.44,0,0.08,355,no
26,17,0.08,830,no
25.19,0,0.07,355,no
25.06,1,0.08,355,no
25.31,0,0.07,355,no
25.56,0,0.07,465,no
25.44,0,0.3,350,no
25,0,0.08,355,no
25.06,8,0.08,360,no
25.13,0,0.08,345,no
25.44,0,0.07,370,no
25.44,8,0.14,355,no
25.5,0,0.07,385,no
25.63,0,0.07,625,no
25.31,0,0.08,355,no
25.44,0,0.06,375,no
25.38,0,0.07,370,no
25.19,0,0.07,345,no
25.38,17,0.08,355,no
25.25,0,0.07,360,no
25.56,0,0.07,390,no
25.56,0,0.07,445,no
25.19,0,0.08,345,no
25.31,0,0.06,360,no
25.13,0,0.08,360,no
25.31,0,0.07,360,no
25.19,0,0.07,360,no
25,9,0.08,355,no
25.44,0,0.07,375,no
25.13,0,0.08,360,no
25.19,0,0.08,345,no
25.81,13,0.69,540,no
25.19,0,0.08,345,no
25.19,0,0.08,350,no
25.31,0,0.07,370,no
25.38,0,0.08,355,no
25.19,0,0.07,360,no
25.38,0,0.08,355,no
25.38,0,0.07,360,no
25.5,0,0.07,445,no
25.06,0,0.08,355,no
25.19,0,0.07,345,no
25.31,17,0.07,355,no
25,8,0.07,355,no
25.13,6,0.07,360,no
25.44,0,0.08,350,no
25.5,0,0.08,350,no
25.13,6,0.07,360,no
25.94,14,0.08,715,no
25.31,0,0.07,355,no
25.44,5,0.08,355,no
26.06,19,0.06,975,no
