25.63,0,0.07,585,no
25.44,1,0.08,350,no
25.75,10,0.07,460,no
25.38,0,0.06,370,no
25.75,10,0.07,455,no
25.63,0,0.06,560,no
25.19,0,0.08,355,no
25.44,0,0.08,355,no
25.44,0,0.08,350,no
25.44,0,0.08,350,no
25.38,0,0.07,365,no
25.19,0,0.08,345,no
25.19,0,0.08,355,no
25.44,0,0.07,350,no
25.06,2,0.07,360,no
25.19,0,0.07,345,no
25.19,13,0.08,355,no
25.44,0,0.08,350,no
25.06,6,0.08,350,no
25.25,0,0.08,360,no
25.06,7,0.08,360,no
25.44,0,0.07,350,no
25.06,1,0.08,350,no
25.13,0,0.06,355,no
25.44,0,0.07,375,no
25.25,0,0.07,360,no
25.81,0,0.06,725,no
25.19,0,0.08,360,no
26,0,0.07,1025,no
25.19,0,0.08,355,no
25.19,0,0.07,345,no
25.63,0,0.07,610,no
25.25,0,0.07,345,no
25.44,0,0.08,355,no
25.06,5,0.07,350,no
25.13,0,0.08,345,no
25.19,0,0.06,360,no
25.88,0,0.06,765,no
25.25,15,0.08,355,no
25.38,0,0.08,355,no
25.38,0,0.08,355,no
25.56,0,0.07,420,no
25.06,5,0.08,360,no
25.5,0,0.07,390,no
25.44,0,0.08,350,no
25.06,4,0.08,350,no
25.25,16,0.08,355,no
25.81,12,0.07,495,no
25.31,17,0.07,355,no
25.44,0,0.09,350,no
25.63,0,0.08,625,no
25.44,6,0.07,355,no
25.06,0,0.06,360,no
25.06,5,0.08,350,no
25.81,0,0.06,765,no
25.13,7,0.07,360,no
25.06,1,0.08,355,no
25.06,6,0.08,360,no
25.06,0,0.08,345,no
25.19,0,0.08,355,no
25.31,0,0.07,355,no
25.13,0,0.07,360,no
26.06,0,0.07,975,no
25.13,10,0.08,360,no
25.06,6,0.07,360,no
25.13,0,0.08,345,no
25.25,0,0.07,345,no
25,0,0.07,355,no
25.31,0,0.08,355,no
25.13,0,0.06,360,no
25.19,0,0.08,345,no
25.38,0,0.08,365,no
25.13,9,0.08,355,no
25.44,0,0.06,370,no
25.88,0,0.07,810,no
25.06,2,0.08,345,no
25.44,0,0.07,380,no
25.19,0,0.08,345,no
25.19,14,0.16,360,no
25.94,0,0.07,860,no
25.44,0,0.08,355,no
25.31,18,0.07,355,no
25.31,0,0.07,350,no
25.88,0,0.07,850,no
25.44,12,0.13,355,no
25.06,5,0.08,360,no
25.81,11,0.08,485,no
25.44,0,0.08,355,no
25.38,0,0.07,355,no
25.06,5,0.08,360,no
25.44,2,0.07,350,no
25.31,0,0.07,355,no
25.19,0,0.07,345,no
25.25,0,0.08,345,no
25.19,0,0.06,360,no
25.38,0,0.07,355,no
25.13,10,0.08,355,no
25.19,0,0.07,345,no
25.44,0,0.11,350,no
25.31,0,0.07,365,no
25.44,1,0.08,350,no
25.38,0,0.07,365,no
25.06,3,0.08,345,no
25.44,0,0.07,385,no
25.06,6,0.08,360,no
25.44,9,0.07,355,no
25.38,0,0.06,365,no
25.31,0,0.07,370,no
25,7,0.07,355,no
26,0,0.07,985,no
25.06,5,0.07,360,no
25.06,2,0.08,345,no
25.25,0,0.07,355,no
25.81,0,0.07,790,no
25.25,0,0.07,360,no
25.44,0,0.06,370,no
25.06,4,0.07,345,no
25.13,0,0.07,345,no
25.63,0,0.08,590,no
25.38,0,0.07,360,no
25.5,0,0.07,390,no
25.44,0,0.08,355,no
25.44,0,0.07,355,no
25.25,0,0.07,345,no
25.19,0,0.07,360,no
25.19,0,0.07,345,no
25,5,0.07,360,no
25.25,17,0.09,355,no
25.38,0,0.06,375,no
25.13,0,0.06,355,no
25.44,0,0.08,355,no
25.06,0,0.08,345,no
25.13,0,0.08,360,no
25.06,7,0.07,355,no
25.31,17,0.07,355,no
25.44,0,0.07,365,no
25.06,0,0.09,345,no
25.31,0,0.07,355,no
25.94,14,0.08,630,no
25.25,0,0.07,365,no
26,0,0.07,990,no
25.44,0,0.08,355,no
25.31,0,0.08,360,no
25.19,14,0.08,360,no
25.94,0,0.07,930,no
25.25,0,0.07,345,no
25.31,0,0.07,360,no
25.13,0,0.07,345,no
25.44,3,0.08,350,no
25.25,17,0.08,355,no
25.06,8,0.08,360,no
25.13,6,0.06,360,no
25.44,0,0.08,350,no
25.19,0,0.06,360,no
25.44,0,0.07,380,no
25.69,0,0.07,650,no
25.19,14,0.08,360,no
25.38,0,0.06,365,no
25.44,0,0.07,380,no
25.38,0,0.08,355,no
25.5,0,0.07,420,no
25.06,0,0.07,355,no
25.25,0,0.07,365,no
25.19,0,0.08,350,no
25.19,12,0.08,360,no
26.31,142,1.04,1250,yes
25.56,155,0.15,545,yes
25.25,124,0.83,435,yes
26.25,114,0.07,1035,yes
25.38,121,0.99,360,yes
26,119,0.1,565,yes
25.38,157,0.73,445,yes
25.81,157,2.9,385,yes
25.88,160,0.76,495,yes
26.06,118,0.07,620,yes
25.56,122,0.47,370,yes
26,142,0.11,840,yes
25.94,143,0.32,835,yes
25.94,119,0.46,450,yes
26.31,142,0.09,1260,yes
26.31,148,0.21,870,yes
25.69,155,0.52,635,yes
25.5,10,0.27,370,yes
26.13,118,0.82,615,yes
26.38,150,3.1,1200,yes
25.81,3,0.37,735,yes
25.81,160,0.95,675,yes
25.25,124,0.83,435,yes
26.25,115,1.29,1015,yes
25.63,9,0.32,385,yes
26.06,160,0.17,610,yes
26,164,0.07,875,yes
26.19,114,0.07,1035,yes
26.19,118,0.89,700,yes
26.06,116,0.53,535,yes
26.13,160,2.04,645,yes
25.75,156,0.66,385,yes
26.25,150,0.08,915,yes
26.25,114,0.35,1020,yes
26.25,150,0.58,860,yes
26.19,114,0.42,1025,yes
26.19,117,0.5,730,yes
