25.06,9,0.08,355,no
25.06,4,0.07,360,no
25.19,12,0.08,355,no
25.94,14,0.08,640,no
25.31,0,0.07,370,no
25.44,0,0.06,385,no
25.13,0,0.07,360,no
25.19,12,0.08,355,no
25.19,0,0.07,345,no
25.38,0,0.08,355,no
25.69,0,0.07,630,no
25.38,0,0.08,355,no
25.13,0,0.07,350,no
25.44,4,0.09,350,no
25.44,0,0.07,350,no
25.06,0,0.08,355,no
25.44,8,0.08,355,no
25.25,0,0.07,360,no
25.19,15,0.09,355,no
25.25,0,0.06,360,no
25.38,0,0.08,355,no
25.06,1,0.08,355,no
25.06,5,0.08,350,no
25.44,0,0.08,350,no
25.19,0,0.08,345,no
25.06,1,0.08,345,no
25.38,0,0.08,355,no
25.25,0,0.07,365,no
25.69,0,0.07,585,no
25.13,10,0.09,355,no
25.19,0,0.07,360,no
25.13,0,0.08,345,no
25.13,0,0.08,345,no
25.38,20,0.08,355,no
25.06,7,0.08,360,no
25.38,0,0.06,365,no
25.06,4,0.08,345,no
25.44,3,0.08,350,no
25.25,0,0.07,360,no
25.38,0,0.08,355,no
25.19,0,0.07,355,no
25.19,0,0.07,355,no
25.31,17,0.08,355,no
25.38,20,0.08,355,no
25.19,0,0.07,345,no
25.44,0,0.08,355,no
25.13,0,0.08,345,no
25.44,0,0.06,370,no
25.63,0,0.07,545,no
25.06,0,0.08,345,no
25.13,7,0.06,360,no
25.44,0,0.06,385,no
25.44,0,0.08,355,no
25.31,0,0.07,355,no
25.69,0,0.07,575,no
26,0,0.07,1020,no
25.06,6,0.07,360,no
25.19,13,0.08,360,no
25.13,0,0.06,355,no
25.13,0,0.1,350,no
25.06,9,0.08,355,no
25.94,14,0.07,715,no
25.06,1,0.07,355,no
25.06,4,0.07,360,no
25.5,0,0.38,450,no
25.69,0,0.07,590,no
25.81,0,0.07,800,no
25.44,0,0.06,390,no
25.25,0,0.08,355,no
25.44,0,0.08,350,no
25.38,0,0.06,375,no
25.81,0,0.06,815,no
25.25,0,0.08,355,no
25.19,0,0.07,345,no
25.31,0,0.16,345,no
25.44,17,0.08,355,no
25.38,0,0.08,355,no
25,6,0.07,360,no
26.31,0,0.07,1250,no
25.44,0,0.08,350,no
25.88,0,0.06,865,no
25.44,2,0.07,350,no
25.25,0,0.07,345,no
26.06,0,0.07,1030,no
25.38,0,0.08,355,no
25.31,0,0.07,365,no
25.31,0,0.07,355,no
25.63,0,0.07,525,no
25.5,0,0.07,390,no
25.25,0,0.07,355,no
25.13,0,0.08,345,no
25.06,10,0.07,355,no
25.19,12,0.07,355,no
25.06,8,0.08,360,no
25.88,14,0.07,690,no
25.31,16,0.07,355,no
25.56,0,0.07,445,no
25,2,0.08,355,no
25.44,0,0.07,350,no
25.5,0,0.08,435,no
25.38,0,0.07,365,no
25.38,0,0.06,365,no
25.19,0,0.08,345,no
25.31,0,0.07,355,no
25.44,0,0.07,355,no
25.44,0,0.07,385,no
25.13,0,0.08,360,no
25.31,0,0.07,355,no
25.06,4,0.08,350,no
25.19,0,0.07,360,no
25.44,0,0.08,355,no
25.06,0,0.08,345,no
25,8,0.08,355,no
25.38,0,0.07,355,no
25.38,0,0.07,370,no
25.19,0,0.07,345,no
25.44,0,0.07,355,no
