25.44,0,0.08,355,no
25.25,0,0.06,360,no
25.31,0,0.07,345,no
25.13,10,0.15,360,no
25.06,0,0.09,345,no
25.19,0,0.07,360,no
25.38,0,0.08,365,no
25.31,0,0.07,345,no
25.44,9,0.08,355,no
25.31,0,0.07,355,no
25.56,0,0.07,465,no
25.06,3,0.07,360,no
25.38,0,0.07,355,no
25.19,0,0.06,365,no
25.5,0,0.07,380,no
25.38,0,0.08,355,no
25.56,0,0.06,395,no
25.31,0,0.07,360,no
25.5,0,0.07,390,no
25.06,1,0.07,360,no
25.19,0,0.06,360,no
25.13,5,0.06,360,no
25.13,0,0.08,360,no
25.31,0,0.06,365,no
25.44,0,0.08,350,no
25.31,0,0.07,355,no
25.38,0,0.07,365,no
25.69,0,0.07,665,no
25,6,0.08,360,no
25.06,3,0.07,350,no
25.5,0,0.07,380,no
25.44,1,0.08,350,no
25.06,8,0.08,360,no
25.44,0,0.07,375,no
25.13,0,0.08,345,no
25.13,0,0.06,355,no
25.25,0,0.07,345,no
25.38,0,0.08,355,no
25.13,0,0.08,345,no
25.31,0,0.08,365,no
25.06,5,0.08,360,no
25.06,7,0.07,355,no
25.31,0,0.07,365,no
25.13,5,0.08,345,no
25.13,0,0.06,360,no
25.19,0,0.07,345,no
25.38,18,0.07,355,no
26.13,0,0.07,1110,no
25.19,14,0.12,355,no
25.13,6,0.08,345,no
25.31,0,0.07,355,no
25.19,0,0.07,345,no
25.19,0,0.06,345,no
25.63,0,0.07,590,no
25.13,0,0.07,360,no
25.19,0,0.06,360,no
25.06,6,0.09,350,no
25.5,0,0.07,390,no
25.88,0,0.07,790,no
25.38,0,0.08,360,no
25.31,0,0.07,355,no
25.63,0,0.1,505,no
25.06,6,0.07,350,no
25.25,16,0.07,355,no
25.44,0,0.07,370,no
25.13,0,0.07,345,no
25.25,0,0.08,360,no
25.13,6,0.07,360,no
25.19,0,0.07,345,no
25.31,0,0.07,365,no
25.19,0,0.07,345,no
25.5,0,0.06,400,no
25.31,0,0.06,370,no
25.13,12,0.07,355,no
25.13,10,0.08,355,no
25.25,0,0.07,355,no
25.25,0,0.07,360,no
25.13,0,0.08,360,no
25.19,0,0.08,345,no
25.38,0,0.07,365,no
25.69,0,0.07,595,no
25.13,4,0.06,360,no
25.06,8,0.08,360,no
26,0,0.07,970,no
25.19,0,0.08,345,no
25.5,0,0.08,400,no
25.44,0,0.08,355,no
25.19,10,0.08,355,no
25.44,1,0.08,350,no
25.13,0,0.08,355,no
25.31,0,0.07,355,no
25.31,0,0.07,360,no
25.38,0,0.09,355,no
25.31,0,0.08,355,no
25.31,0,0.07,370,no
25.31,0,0.06,360,no
25.38,0,0.08,355,no
25.06,8,0.08,360,no
25.13,0,0.07,345,no
25,6,0.08,360,no
25.06,1,0.08,355,no
25.19,12,0.08,360,no
25.69,0,0.07,615,no
25.06,0,0.08,345,no
25.19,15,0.07,355,no
25.13,0,0.08,360,no
25.31,0,0.07,355,no
25.31,0,0.07,345,no
25.38,0,0.07,355,no
25.19,0,0.08,345,no
25.19,0,0.08,360,no
25.44,0,0.06,370,no
25.06,5,0.08,345,no
25.44,0,0.07,350,no
25.25,0,0.07,345,no
25.56,0,0.06,385,no
25.06,4,0.07,360,no
25.25,0,0.06,365,no
25.31,0,0.07,355,no
25.5,0,0.07,400,no
25.44,0,0.08,350,no
25.06,6,0.07,350,no
26.06,14,0.08,660,no
25.13,0,0.06,360,no
25.31,0,0.08,355,no
25.19,12,0.08,355,no
25.31,0,0.07,350,no
25.44,11,0.08,355,no
25.31,0,0.06,365,no
26.13,0,0.06,1010,no
25.63,0,0.07,570,no
25.06,7,0.07,355,no
25.06,0,0.08,345,no
25.25,0,0.07,345,no
25.06,6,0.08,350,no
25.06,10,0.08,355,no
25.06,0,0.08,345,no
25.25,18,0.08,355,no
25.19,0,0.08,345,no
25.31,0,0.07,355,no
25.19,0,0.06,360,no
25.13,6,0.07,360,no
25.69,0,0.07,665,no
25.19,0,0.07,345,no
25.38,0,0.08,355,no
26.25,0,0.07,1205,no
25.06,9,0.07,355,no
25.13,0,0.08,345,no
25.13,5,0.07,360,no
25.38,0,0.06,365,no
26.13,0,0.06,1000,no
25.06,1,0.08,355,no
25.13,10,0.09,360,no
25.06,2,0.06,360,no
25.06,2,0.08,355,no
25.38,0,0.06,375,no
25.25,0,0.07,345,no
25.31,0,0.06,370,no
25.13,0,0.08,345,no
25.88,0,0.07,830,no
25.13,0,0.07,355,no
25.5,0,0.07,375,no
25.13,1,0.08,350,no
25.13,8,0.08,360,no
25.94,120,0.07,575,yes
26.06,165,0.66,840,yes
25.94,119,0.94,575,yes
25.81,160,0.23,400,yes
25.38,156,0.8,445,yes
26.13,164,0.16,905,yes
26.13,165,0.08,910,yes
26.25,148,0.93,1050,yes
25.81,4,0.34,685,yes
25.88,160,0.79,425,yes
26.13,115,0.32,615,yes
26.25,150,0.11,830,yes
25.88,121,0.94,415,yes
25.88,160,0.42,420,yes
25.94,146,0.25,820,yes
26.13,117,0.1,625,yes
26.25,150,0.09,1000,yes
26.19,116,0.58,680,yes
25.75,6,0.36,515,yes
26.06,118,1.51,500,yes
26.13,117,0.45,625,yes
25.31,119,0.16,360,yes
26.19,117,0.62,705,yes
26.31,150,0.75,1215,yes
26,164,0.18,865,yes
26.19,150,0.4,775,yes
25.63,125,1.09,380,yes
26.19,158,0.69,950,yes
25.94,121,0.09,430,yes
25.88,3,0.32,755,yes
26.25,149,0.8,945,yes
25.94,147,0.1,815,yes
25.94,160,0.55,525,yes
25.75,5,0.08,570,yes
25.81,5,0.19,620,yes
26.06,116,0.13,540,yes
26.06,119,1.07,490,yes
26.25,150,0.19,980,yes
